2014	iteration	algorithm	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 3, '16f9c272567ea0b89be8572e5a3097cc6f80a9f1': 2}
2014	iteration	optimal control	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 3, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 6, 'd27c592254ac8088026f3beff99892311ae0a6c4': 2, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 2}
2014	iteration	neural networks	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2014	iteration	neural network simulation	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2014	iteration	markov decision process	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 5, 'd27c592254ac8088026f3beff99892311ae0a6c4': 2, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 2}
2014	nonlinear system	simulation	{'5817c1fddf842b6b0dfc888cac6d4157224e28b6': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 4, '2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 3, 'd27c592254ac8088026f3beff99892311ae0a6c4': 3, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 3, '3b2d0bb85ab0146cb7905a1f212ed1aad6410f05': 2, '8070a5ab9c85134ea82953e4ec9d0b3cc1ae36a1': 2, 'ad4b5e3fd973f66e779be6cd8e00f23efa3fb5b7': 2}
2014	nonlinear system	dynamic programming	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 4, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 5}
2014	nonlinear system	bellman equation	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 3, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 5, 'd27c592254ac8088026f3beff99892311ae0a6c4': 2, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 2}
2014	nonlinear system	algorithm	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 3}
2014	nonlinear system	optimal control	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 4, '5817c1fddf842b6b0dfc888cac6d4157224e28b6': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 9, 'd27c592254ac8088026f3beff99892311ae0a6c4': 4, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 4}
2014	nonlinear system	neural networks	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2014	nonlinear system	neural network simulation	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 3, '622cd0cd6537cf0b6019460bf5af870a939f4230': 2, '32b16cb9e2b8dbbf68b92fc5cf73f7894036cf8f': 2}
2014	nonlinear system	markov decision process	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 5, 'd27c592254ac8088026f3beff99892311ae0a6c4': 2, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 2}
2014	simulation	dynamic programming	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2014	simulation	bellman equation	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2014	simulation	algorithm	{'982ee9c344f48f222592fda0269fbe4db0f9602d': 2}
2014	simulation	optimal control	{'5817c1fddf842b6b0dfc888cac6d4157224e28b6': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 4, 'd27c592254ac8088026f3beff99892311ae0a6c4': 3, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 3}
2014	simulation	markov decision process	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2014	dynamic programming	bellman equation	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 3, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 4}
2014	dynamic programming	algorithm	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 3, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 3}
2014	dynamic programming	optimal control	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 5, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 6}
2014	dynamic programming	neural networks	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2014	dynamic programming	neural network simulation	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2014	dynamic programming	markov decision process	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2014	bellman equation	algorithm	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2014	bellman equation	optimal control	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 3, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 5, 'd27c592254ac8088026f3beff99892311ae0a6c4': 2, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 2}
2014	bellman equation	neural networks	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2014	bellman equation	neural network simulation	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 3}
2014	bellman equation	markov decision process	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 3}
2014	algorithm	optimal control	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 3, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 4}
2014	algorithm	neural network simulation	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2014	algorithm	markov decision process	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2014	optimal control	neural networks	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2014	optimal control	neural network simulation	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 3}
2014	optimal control	markov decision process	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 5, 'd27c592254ac8088026f3beff99892311ae0a6c4': 2, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 2}
2014	neural networks	markov decision process	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2014	neural network simulation	markov decision process	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2016	opinion mining	sentiment analysis	{'4b4ad399359fb09984eecf28945882b270c834e2': 2, 'f036383fefd8daddd86c6de19ab1f6242981a793': 2}
2016	support vector machine	convolutional neural network	{'99006e96376cf5363bdf409aee663e40a7c0f9e5': 2}
2010	self-organization	multi-agent system	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
2010	self-organization	coexist (image)	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	self-organization	interference (communication)	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
2010	self-organization	algorithm	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	self-organization	whole earth 'lectronic link	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	self-organization	programming paradigm	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	self-organization	reinforcement learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
2010	self-organization	rate of convergence	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	self-organization	q-learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	real-time clock	multi-agent system	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	real-time clock	action selection	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	real-time clock	interference (communication)	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	real-time clock	algorithm	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	real-time clock	whole earth 'lectronic link	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	real-time clock	programming paradigm	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	real-time clock	reinforcement learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	real-time clock	rate of convergence	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	real-time clock	q-learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	numerous	multi-agent system	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	numerous	interference (communication)	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	numerous	reinforcement learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	numerous	q-learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	multi-agent system	coexist (image)	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	multi-agent system	action selection	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	multi-agent system	interference (communication)	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 6}
2010	multi-agent system	algorithm	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 4, '383fe7233e92cc4058502c3b839a7f412817b586': 2}
2010	multi-agent system	whole earth 'lectronic link	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 4, '383fe7233e92cc4058502c3b839a7f412817b586': 2}
2010	multi-agent system	programming paradigm	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 4, '383fe7233e92cc4058502c3b839a7f412817b586': 2}
2010	multi-agent system	reinforcement learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 7, '383fe7233e92cc4058502c3b839a7f412817b586': 2}
2010	multi-agent system	rate of convergence	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
2010	multi-agent system	q-learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 6, '383fe7233e92cc4058502c3b839a7f412817b586': 2}
2010	coexist (image)	interference (communication)	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
2010	coexist (image)	algorithm	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
2010	coexist (image)	whole earth 'lectronic link	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
2010	coexist (image)	centralized computing	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	coexist (image)	programming paradigm	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
2010	coexist (image)	reinforcement learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	coexist (image)	rate of convergence	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	action selection	interference (communication)	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	action selection	algorithm	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	action selection	whole earth 'lectronic link	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	action selection	programming paradigm	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	action selection	reinforcement learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	action selection	rate of convergence	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	action selection	q-learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	interference (communication)	algorithm	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3, '162b18f95b6145c5b0e08a6694dfdfe556e5ab12': 2}
2010	interference (communication)	whole earth 'lectronic link	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 4}
2010	interference (communication)	programming paradigm	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
2010	interference (communication)	reinforcement learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 6}
2010	interference (communication)	rate of convergence	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
2010	interference (communication)	q-learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 5}
2010	algorithm	whole earth 'lectronic link	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 4, '383fe7233e92cc4058502c3b839a7f412817b586': 2}
2010	algorithm	centralized computing	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	algorithm	programming paradigm	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 5, '383fe7233e92cc4058502c3b839a7f412817b586': 2}
2010	algorithm	reinforcement learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 4, '383fe7233e92cc4058502c3b839a7f412817b586': 2}
2010	algorithm	rate of convergence	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
2010	algorithm	q-learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3, '383fe7233e92cc4058502c3b839a7f412817b586': 2}
2010	whole earth 'lectronic link	programming paradigm	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 4, '383fe7233e92cc4058502c3b839a7f412817b586': 2}
2010	whole earth 'lectronic link	reinforcement learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 4, '383fe7233e92cc4058502c3b839a7f412817b586': 2}
2010	whole earth 'lectronic link	rate of convergence	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
2010	whole earth 'lectronic link	q-learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3, '383fe7233e92cc4058502c3b839a7f412817b586': 2}
2010	centralized computing	programming paradigm	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2010	programming paradigm	reinforcement learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 4, '383fe7233e92cc4058502c3b839a7f412817b586': 2}
2010	programming paradigm	rate of convergence	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
2010	programming paradigm	q-learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3, '383fe7233e92cc4058502c3b839a7f412817b586': 2}
2010	reinforcement learning	rate of convergence	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
2010	reinforcement learning	q-learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 6, '383fe7233e92cc4058502c3b839a7f412817b586': 2}
2010	rate of convergence	q-learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
2017	artificial neural network	recurrent neural network	{'622cd0cd6537cf0b6019460bf5af870a939f4230': 2, '05f9c77bc95f525aae309a756ef9ba51c77e9dab': 2, '013b3adce4b0209c490e0b4c138029624cb88d8d': 2, '92403370513c6a2c29f4891767a7c29f5451da85': 2}
2017	artificial neural network	long short-term memory	{'05f9c77bc95f525aae309a756ef9ba51c77e9dab': 2}
2017	recurrent neural network	long short-term memory	{'05f9c77bc95f525aae309a756ef9ba51c77e9dab': 2}
2016	interval arithmetic	fuzzy set	{'4f558859ab5805e3c86f2473627526066bca41fb': 2}
2016	interval arithmetic	fuzzy control system	{'4f558859ab5805e3c86f2473627526066bca41fb': 3}
2016	interval arithmetic	fuzzy rule	{'4f558859ab5805e3c86f2473627526066bca41fb': 2}
2016	simulation	fuzzy control system	{'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 3, '4f558859ab5805e3c86f2473627526066bca41fb': 2}
2016	fuzzy set	fuzzy control system	{'4f558859ab5805e3c86f2473627526066bca41fb': 2}
2016	fuzzy set	fuzzy rule	{'4f558859ab5805e3c86f2473627526066bca41fb': 2}
2016	fuzzy control system	fuzzy rule	{'4f558859ab5805e3c86f2473627526066bca41fb': 2}
2017	computation	mathematical optimization	{'5039b686e60d4ec4536ebacf4ca326832b83ad50': 2, 'cd0cd2d95f5e02e8efe3f6fd3aa8243ac2a416b3': 2}
2008	algorithm	computation	{'64e424824928c6ab3b57ad3bbd69dca534f9a6de': 2}
2008	numerical analysis	mathematical optimization	{'4aa8477b6f96768e38f7f1aae02cef38813d781d': 2, 'fc5619ebcb3b6514354cac6e74d52a195e6e3be4': 2}
2008	numerical analysis	social inequality	{'4aa8477b6f96768e38f7f1aae02cef38813d781d': 2, 'fc5619ebcb3b6514354cac6e74d52a195e6e3be4': 2}
2008	mathematical optimization	social inequality	{'4aa8477b6f96768e38f7f1aae02cef38813d781d': 2, 'fc5619ebcb3b6514354cac6e74d52a195e6e3be4': 2}
2015	convex function	iteration	{'efbe5fa530528b8dd28286b5899517d900c09af1': 2}
2015	importance sampling	sampling (signal processing)	{'56da068a7f2f2027c1d51a1452d912d527d02398': 2}
2018	spin structure	analyze orbital effects	{'913c8b403114f65e69df06588539a27b310b4bba': 2, '171ce9a60be968845e493a9205266e768a7758a7': 2}
2018	spin structure	plane magnetic field	{'913c8b403114f65e69df06588539a27b310b4bba': 2, '171ce9a60be968845e493a9205266e768a7758a7': 2}
2018	spin structure	conduction band	{'913c8b403114f65e69df06588539a27b310b4bba': 2, '171ce9a60be968845e493a9205266e768a7758a7': 2}
2018	spin structure	dimensional electron gas	{'913c8b403114f65e69df06588539a27b310b4bba': 2, '171ce9a60be968845e493a9205266e768a7758a7': 2}
2018	spin structure	perturbatively calculate	{'913c8b403114f65e69df06588539a27b310b4bba': 2, '171ce9a60be968845e493a9205266e768a7758a7': 2}
2018	analyze orbital effects	plane magnetic field	{'913c8b403114f65e69df06588539a27b310b4bba': 2, '171ce9a60be968845e493a9205266e768a7758a7': 2}
2018	analyze orbital effects	conduction band	{'913c8b403114f65e69df06588539a27b310b4bba': 2, '171ce9a60be968845e493a9205266e768a7758a7': 2}
2018	analyze orbital effects	dimensional electron gas	{'913c8b403114f65e69df06588539a27b310b4bba': 2, '171ce9a60be968845e493a9205266e768a7758a7': 2}
2018	analyze orbital effects	perturbatively calculate	{'913c8b403114f65e69df06588539a27b310b4bba': 2, '171ce9a60be968845e493a9205266e768a7758a7': 2}
2018	plane magnetic field	conduction band	{'913c8b403114f65e69df06588539a27b310b4bba': 2, '171ce9a60be968845e493a9205266e768a7758a7': 2}
2018	plane magnetic field	dimensional electron gas	{'913c8b403114f65e69df06588539a27b310b4bba': 2, '171ce9a60be968845e493a9205266e768a7758a7': 2}
2018	plane magnetic field	perturbatively calculate	{'913c8b403114f65e69df06588539a27b310b4bba': 2, '171ce9a60be968845e493a9205266e768a7758a7': 2}
2018	conduction band	dimensional electron gas	{'913c8b403114f65e69df06588539a27b310b4bba': 2, '171ce9a60be968845e493a9205266e768a7758a7': 2}
2018	conduction band	perturbatively calculate	{'913c8b403114f65e69df06588539a27b310b4bba': 2, '171ce9a60be968845e493a9205266e768a7758a7': 2}
2018	dimensional electron gas	perturbatively calculate	{'913c8b403114f65e69df06588539a27b310b4bba': 2, '171ce9a60be968845e493a9205266e768a7758a7': 2}
2014	artificial neural network	recurrent neural network	{'76eddfeade1369f7f9e147ad8ae2fb6fc83e274d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 4, '2db48c556f2a30de3dd1b7c0637795edda0ade01': 4, '31e7de2233e356105629e9900b3cb20ec9b9bba6': 2, 'd1ff0012baa955ea57e926ed1e56903fe7be4a26': 2, 'bed933baeebbe4a30569b62de63515d730e3de60': 2, 'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
2014	artificial neural network	lyapunov fractal	{'8a007601dbdf779d9423c0575292116f50ef4667': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 4, '612b62f679ae27d1bda55eb93328c28b921a2adf': 2, '7cca44dc8b68284bb8837b301a5424da38f568ed': 2, 'f2e71ea4db322850257baf17d3166f81616b96ab': 3, '2fe18f292cf7609751fc0972983a9344ec3dda88': 3, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 2, 'd27c592254ac8088026f3beff99892311ae0a6c4': 2, '1f8fd061aec720023764196e829c45091e430a49': 2, '9bb783a1070252da867412d1e38fff8a06b8e4c8': 2}
2014	artificial neural network	neural network simulation	{'202cb0664792c724bbfecac25d99957dd37e13f2': 2, '622cd0cd6537cf0b6019460bf5af870a939f4230': 4, '32b16cb9e2b8dbbf68b92fc5cf73f7894036cf8f': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, 'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2, '4315ce8a394eaccda5ad9b8714ff77d39c87ac65': 2, '612b62f679ae27d1bda55eb93328c28b921a2adf': 2, '7cca44dc8b68284bb8837b301a5424da38f568ed': 2, 'e30b354bfd68af8cdaef76b4d865630a10508ff3': 2, '6815d26cf8d06fe99e2a14a60171dd60245715b8': 2}
2014	lyapunov fractal	neural network simulation	{'612b62f679ae27d1bda55eb93328c28b921a2adf': 2, '7cca44dc8b68284bb8837b301a5424da38f568ed': 2}
2018	benchmark (computing)	mathematical optimization	{'f20ed04f2dc01b1ed8c2765565f2b9343cab71f0': 2, '75e2f3f3351adbfb12d253842a45bba0023f6a3a': 2}
2018	anomaly detection	autoencoder	{'cf78c49e5ae5b9af89e7a356ed1b376d257a658a': 2}
2018	anomaly detection	machine learning	{'fe66c734460da7de2345e6339c104b4322cbdd4c': 2}
2018	machine learning	mathematical optimization	{'cc394b9785e78532e76f4188d474711d30fe0c92': 2}
2003	filtering	state-space methods	{'059aa865f5a5c8cf7851f2561c04c226e694f0cf': 2, 'f244cb690f7148f01bc6f3ce7ae1e90be91440af': 2}
2003	filtering	state estimation	{'059aa865f5a5c8cf7851f2561c04c226e694f0cf': 2, 'f244cb690f7148f01bc6f3ce7ae1e90be91440af': 2}
2003	state-space methods	state estimation	{'059aa865f5a5c8cf7851f2561c04c226e694f0cf': 2, 'f244cb690f7148f01bc6f3ce7ae1e90be91440af': 2}
2010	artificial neural network	linear matrix inequality	{'ceb8a29e77434e5348d9d50f25b3eafb21b2bd95': 2, '3203e6c5b896f0003029bf7d94a1f683150fa4fb': 2}
2010	algorithm	mathematical optimization	{'8b707a1fe1db031276f419c33e56b7ef4fe0cacf': 2, '4fe434ef63c8685ab13a7f5c2279c4af1b70f718': 2}
2015	binding proteins play	binding proteins	{'4b55736d19486a2a75f62f6efeedb4305c6f4c84': 2}
2015	throughput	algorithm	{'50a1e39d33b40962096ccf645059c95af13fca47': 2}
2015	artificial neural network	algorithm	{'5dc37355cb8ede943eba3b4b7ffe6df76b93af3e': 2, '61d974a4c174d52893b5ff9072757e250ada0b32': 2, 'cc73a9af88e68b596ccab8159af6779635cbff34': 2}
2015	artificial neural network	machine learning	{'329f0b41eadc23cfbcd7fb35cdfcde4eef194665': 2}
2015	algorithm	machine learning	{'9c3b13c6fc8bc1be91834304f32a42a5742aada0': 2, '329f0b41eadc23cfbcd7fb35cdfcde4eef194665': 2, 'ae1df1018a619963cd7fd8b986e67f213ce556e1': 2, '9655bb7283c4249606b4a726dd03771d69ee655e': 2, 'ada2981bf7afd74f4cf4cb759334b5d35fb62466': 2}
2018	nonlinear system	simulation	{'c386bab9b2f41e9ca9063ff079b2f60ac3ff9da0': 2, 'd0df5c74183984bb14ac644fe6e5421030081dfc': 2}
2018	nonlinear system	approximation	{'04c375f73d10aa1b9a44159d921cc63878a32cdf': 2}
2018	nonlinear system	algorithm	{'04c375f73d10aa1b9a44159d921cc63878a32cdf': 2, 'ce9cdfc2e7929299eec3661cfc146a2e7c8dfb77': 2}
2018	simulation	algorithm	{'758352a6fa9ac499452754db20a0e1960b8ea7c9': 2, '5d69721732a08d78f6a7701a8b53537a55a2d279': 2, 'b7619422c73f101bf8e21a5f71bf388a5bbc15bb': 2, 'a973182e8c740813f15b8a86d825b8980b1a64e2': 2}
2018	simulation	fuzzy control system	{'29dcb881490e9cf37ef125eaae7d1ebbca321786': 2}
2016	artificial neural network	sparse matrix	{'6d3762ee7f48d999737bd5a380f20681240fe197': 2, 'da0195375e9404af712689795fc1c690e1b804ea': 2}
2016	artificial neural network	experiment	{'b4d00db79a60b57f32af029365a8bd0505a1b5e4': 2}
2016	personalization	recommender system	{'705fb53fdcf30e1b064688c05a53487bb2e4f5b0': 2, '94e6f09353b323d60c0e4106d2125ce6171c2863': 2}
2016	personalization	experiment	{'f4fbe70d9eb333abcfe0c1c31f8ec9e2cef3d5c2': 2, 'a75152db1e3c5d65c2c6beb2d9ac5128ddea1c7d': 2}
2014	algorithm	mathematical optimization	{'5f75b53d7b3ec7caae2dbacbc7cf7a24d106f7c1': 2, 'd42cc779e968482f2597e516c5082f2acf19f79b': 2, 'afd12ca1b265b66ca2bd42ddc158976ac2f53d0c': 2, 'b66eeba3fcf6321cfc833817bb76aa746b62bf84': 2}
2014	algorithm	optimization problem	{'afd12ca1b265b66ca2bd42ddc158976ac2f53d0c': 2, 'b66eeba3fcf6321cfc833817bb76aa746b62bf84': 2}
2014	mathematical optimization	optimization problem	{'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2, 'afd12ca1b265b66ca2bd42ddc158976ac2f53d0c': 2, 'b66eeba3fcf6321cfc833817bb76aa746b62bf84': 2}
2014	mathematical optimization	feature selection	{'88722517ea3bdea2c767436f1c3981ddb1604a3f': 2}
2015	hamilton–jacobi–bellman equation	nonlinear system	{'3f8e3c9ea34de08ac1c14a9cb4f7681a338abe4b': 2, '85432384611064d11b5fd92f9ae699262024fb38': 2}
2015	hamilton–jacobi–bellman equation	system dynamics	{'85432384611064d11b5fd92f9ae699262024fb38': 2}
2015	hamilton–jacobi–bellman equation	algorithm	{'3f8e3c9ea34de08ac1c14a9cb4f7681a338abe4b': 2}
2015	hamilton–jacobi–bellman equation	reinforcement learning	{'3f8e3c9ea34de08ac1c14a9cb4f7681a338abe4b': 2}
2015	hamilton–jacobi–bellman equation	mathematical optimization	{'3f8e3c9ea34de08ac1c14a9cb4f7681a338abe4b': 2, '85432384611064d11b5fd92f9ae699262024fb38': 2}
